Date,Close
2024-01-01,16.64168509937954
2024-01-02,17.383049419836688
2024-01-03,17.432199514922498
2024-01-04,17.27777836064223
2024-01-05,17.05542878202782
2024-01-08,17.206593200880352
2024-01-09,17.522805457590167
2024-01-10,17.614716897005742
2024-01-11,17.789226082220118
2024-01-12,17.44983668121263
2024-01-15,17.546462327107452
2024-01-16,17.701317935006283
2024-01-17,17.720723315925998
2024-01-18,17.992677734660017
2024-01-19,17.966918636102466
2024-01-22,17.69649937751656
2024-01-23,18.0934572784848
2024-01-24,17.715680493661733
2024-01-25,17.742969741108336
2024-01-26,17.758838373974125
2024-01-29,18.133857200544
2024-01-30,17.968312737031738
2024-01-31,18.24361851151387
2024-02-01,18.070322796867625
2024-02-02,17.838536605295758
2024-02-05,17.81997873784574
2024-02-06,18.09601236499316
2024-02-07,18.14394526319344
2024-02-08,18.15110334083812
2024-02-09,17.25497422449183
2024-02-12,17.637719042830824
2024-02-13,17.794190050226096
2024-02-14,17.526592116253976
2024-02-15,17.200864284113845
2024-02-16,16.997410361928907
2024-02-19,17.785361009072904
2024-02-20,17.326735025327878
2024-02-21,17.217156698469022
2024-02-22,17.13329281699352
2024-02-23,17.41517988212176
2024-02-26,17.552045068567796
2024-02-27,16.926430612995503
2024-02-28,16.91142169305151
2024-02-29,16.973677089682113
2024-03-01,17.16515216627465
2024-03-04,17.10070147359393
2024-03-05,16.692495376208125
2024-03-06,16.55575577038737
2024-03-07,16.449390955988665
2024-03-08,16.151458573662335
2024-03-11,16.451038370799075
2024-03-12,16.48015850479679
2024-03-13,16.042685892933285
2024-03-14,16.24217538209478
2024-03-15,16.28293713325274
2024-03-18,15.856040077757074
2024-03-19,16.266381414684343
2024-03-20,16.145989832803103
2024-03-21,15.665267337596505
2024-03-22,15.86623299759338
2024-03-25,15.871782055110755
2024-03-26,15.875298590674813
2024-03-27,15.41838200330338
2024-03-28,15.727480310095814
2024-03-29,16.110748308493356
2024-04-01,16.127511244277056
2024-04-02,16.014660586795127
2024-04-03,16.319010501929082
2024-04-04,16.302859783718933
2024-04-05,16.355808423010075
2024-04-08,16.280348184134706
2024-04-09,16.006739262115406
2024-04-10,16.076713738226672
2024-04-11,16.533071787507602
2024-04-12,16.251832726858094
2024-04-15,16.474021994770723
2024-04-16,16.57695309952192
2024-04-17,16.82790228698728
2024-04-18,17.015628771723083
2024-04-19,16.75951875720438
2024-04-22,17.07948059247834
2024-04-23,16.87200466010996
2024-04-24,16.902082379402493
2024-04-25,17.54104833381491
2024-04-26,17.57634960880355
2024-04-29,17.13364798860631
2024-04-30,17.709111930098967
2024-05-01,17.6374983604462
2024-05-02,17.678357604023653
2024-05-03,17.766690455674677
2024-05-06,17.988571700963785
2024-05-07,17.684560329524064
2024-05-08,17.63379334065689
2024-05-09,17.741804505387307
2024-05-10,18.280932611266888
2024-05-13,17.845567252296267
2024-05-14,17.846667024993916
2024-05-15,18.37162757272871
2024-05-16,17.811262518195992
2024-05-17,17.904907977701477
2024-05-20,18.46294288750808
2024-05-21,17.686834188682926
2024-05-22,18.354524043886222
